ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
6928,8220,Fracture patella-closed,Closed fracture of patella
6929,8221,Fracture patella-open,Open fracture of patella
6954,65641,Intrauter death-deliver,"Intrauterine death, affecting management of mother, delivered, with or without mention of antepartum condition"
6957,65651,Poor fetal growth-deliv,"Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
6975,65801,Oligohydramnios-deliver,"Oligohydramnios, delivered, with or without mention of antepartum condition"
7110,65961,Elderly multigravida-del,"Elderly multigravida, delivered with or without mention of antepartum condition"
7113,65971,Abn ftl hrt rate/rhy-del,"Abnormality in fetal heart rate or rhythm, delivered, with or without mention of antepartum condition"
7048,66331,Cord entangle NEC-deliv,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
7515,6929,Dermatitis NOS,"Contact dermatitis and other eczema, unspecified cause"
7516,6930,Drug dermatitis NOS,Dermatitis due to drugs and medicines taken internally
7525,6945,Pemphigoid,Pemphigoid
7540,6954,Lupus erythematosus,Lupus erythematosus
7549,74920,Cleft palate & lip NOS,"Cleft palate with cleft lip, unspecified"
7550,74921,Unil cleft palat/lip-com,"Cleft palate with cleft lip, unilateral, complete"
7553,74924,Bilat clft palat/lip-inc,"Cleft palate with cleft lip, bilateral, incomplete"
7555,7500,Tongue tie,Tongue tie
7568,75026,Mouth anomaly NEC,Other specified anomalies of mouth
7571,7503,Cong esoph fistula/atres,"Tracheoesophageal fistula, esophageal atresia and stenosis"
7580,7512,Atresia large intestine,"Atresia and stenosis of large intestine, rectum, and anal canal"
7581,7513,Hirschsprung's disease,Hirschsprung's disease and other congenital functional disorders of colon
7583,7515,Intestinal anomaly NEC,Other anomalies of intestine
7587,75169,Biliary & liver anom NEC,"Other anomalies of gallbladder, bile ducts, and liver"
7611,75249,Cervix/fem gen anom NEC,"Other anomalies of cervix, vagina, and external female genitalia"
7612,75251,Undescended testis,Undescended testis
7614,75261,Hypospadias,Hypospadias
7624,7530,Renal agenesis,Renal agenesis and dysgenesis
7625,75310,Cystic kidney diseas NOS,"Cystic kidney disease, unspecified"
7627,75312,Polycystic kidney NOS,"Polycystic kidney, unspecified type"
7651,80012,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
7670,80035,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
7674,8300,Dislocation jaw-closed,Closed dislocation of jaw
7676,83100,Disloc shoulder NOS-clos,"Closed dislocation of shoulder, unspecified"
7716,83401,Disloc metacarpophaln-cl,Closed dislocation of metacarpophalangeal (joint)
7721,83500,Dislocat hip NOS-closed,"Closed dislocation of hip, unspecified site"
7734,69589,Erythematous cond NEC,Other specified erythematous conditions
7736,6960,Psoriatic arthropathy,Psoriatic arthropathy
7737,6961,Other psoriasis,Other psoriasis
7738,6962,Parapsoriasis,Parapsoriasis
7739,6963,Pityriasis rosea,Pityriasis rosea
7746,6979,Lichen NOS,"Lichen, unspecified"
7750,6983,Lichenification,Lichenification and lichen simplex chronicus
7754,700,Corns and callosities,Corns and callosities
7761,7018,Skin hypertro/atroph NEC,Other specified hypertrophic and atrophic conditions of skin
7762,7019,Skin hypertro/atroph NOS,Unspecified hypertrophic and atrophic conditions of skin
7143,7028,Other specf dermatoses,Other specified dermatoses
7145,7038,Diseases of nail NEC,Other specified diseases of nail
7151,7041,Hirsutism,Hirsutism
7156,7048,Hair diseases NEC,Other specified diseases of hair and hair follicles
7171,75321,Congen obst urtroplv jnc,Congenital obstruction of ureteropelvic junction
7174,75329,Obst def ren plv&urt NEC,Other obstructive defects of renal pelvis and ureter
7175,7533,Kidney anomaly NEC,Other specified anomalies of kidney
7178,7536,Congen urethral stenosis,Atresia and stenosis of urethra and bladder neck
7180,7538,Cystourethral anom NEC,Other specified anomalies of bladder and urethra
7183,7541,Congenital torticollis,Congenital musculoskeletal deformities of sternocleidomastoid muscle
7185,75430,"Cong hip disloc, unilat","Congenital dislocation of hip, unilateral"
7196,75451,Talipes equinovarus,Talipes equinovarus
7198,75453,Metatarsus varus,Metatarsus varus
7204,75470,Talipes NOS,"Talipes, unspecified"
7210,75500,Polydactyly NOS,"Polydactyly, unspecified digits"
7211,75501,"Polydactyly, fingers",Polydactyly of fingers
7212,75502,"Polydactyly, toes",Polydactyly of toes
7216,75513,Syndactyl toe-no fusion,Syndactyly of toes without fusion of bone
7224,75526,Longitud defic radius,"Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)"
7274,68110,"Cellulitis, toe NOS","Cellulitis and abscess of toe, unspecified"
7277,6820,Cellulitis of face,Cellulitis and abscess of face
7279,6822,Cellulitis of trunk,Cellulitis and abscess of trunk
7280,6823,Cellulitis of arm,Cellulitis and abscess of upper arm and forearm
7281,6824,Cellulitis of hand,"Cellulitis and abscess of hand, except fingers and thumb"
7282,6825,Cellulitis of buttock,Cellulitis and abscess of buttock
7283,6826,Cellulitis of leg,"Cellulitis and abscess of leg, except foot"
7284,6827,Cellulitis of foot,"Cellulitis and abscess of foot, except toes"
7290,6851,Pilonidal cyst w/o absc,Pilonidal cyst without mention of abscess
7292,7443,Ear anomaly NOS,Unspecified anomaly of ear
7311,7452,Tetralogy of fallot,Tetralogy of fallot
7313,7454,Ventricular sept defect,Ventricular septal defect
7314,7455,Secundum atrial sept def,Ostium secundum type atrial septal defect
7315,74560,Endocard cushion def NOS,"Endocardial cushion defect, unspecified type"
7317,74569,Endocard cushion def NEC,Other endocardial cushion defects
7319,7458,Septal closure anom NEC,Other bulbus cordis anomalies and anomalies of cardiac septal closure
7323,74602,Cong pulmon valve stenos,"Stenosis of pulmonary valve, congenital"
7327,7463,Cong aorta valv stenosis,Congenital stenosis of aortic valve
7328,7464,Cong aorta valv insuffic,Congenital insufficiency of aortic valve
7337,74686,Congenital heart block,Congenital heart block
7339,74689,Cong heart anomaly NEC,Other specified congenital anomalies of heart
7340,7469,Cong heart anomaly NOS,Unspecified congenital anomaly of heart
7341,7470,Patent ductus arteriosus,Patent ductus arteriosus
7342,74710,Coarctation of aorta,Coarctation of aorta (preductal) (postductal)
7347,74729,Cong anom of aorta NEC,Other anomalies of aorta
7357,74761,Gstrontest vesl anomaly,Gastrointestinal vessel anomaly
7362,74781,Cerebrovascular anomaly,Anomalies of cerebrovascular system
7367,7480,Choanal atresia,Choanal atresia
7371,7484,Congenital cystic lung,Congenital cystic lung
7373,74860,Lung anomaly NOS,"Anomaly of lung, unspecified"
7375,74869,Lung anomaly NEC,Other congenital anomalies of lung
7387,79579,Oth unspcf nspf imun fnd,Other and unspecified nonspecific immunological findings
7395,7964,Abn clinical finding NEC,Other abnormal clinical findings
7415,79902,Hypoxemia,Hypoxemia
7416,7991,Respiratory arrest,Respiratory arrest
7423,7993,Debility NOS,"Debility, unspecified"
7424,7994,Cachexia,Cachexia
7429,82300,Fx upper end tibia-close,Closed fracture of upper end of tibia alone
7430,82301,Fx upper end fibula-clos,Closed fracture of upper end of fibula alone
7431,82302,Fx up tibia w fibula-cl,Closed fracture of upper end of fibula with tibia
7434,82312,Fx up tibia w fibula-opn,Open fracture of upper end of fibula with tibia
7446,82382,Fx tibia w fibula NOS-cl,Closed fracture of unspecified part of fibula with tibia
7450,8240,Fx medial malleolus-clos,"Fracture of medial malleolus, closed"
7454,8244,Fx bimalleolar-closed,"Bimalleolar fracture, closed"
7455,8245,Fx bimalleolar-open,"Bimalleolar fracture, open"
7456,8246,Fx trimalleolar-closed,"Trimalleolar fracture, closed"
7458,8248,Fx ankle NOS-closed,"Unspecified fracture of ankle, closed"
7460,8250,Fracture calcaneus-close,"Fracture of calcaneus, closed"
7461,8251,Fracture calcaneus-open,"Fracture of calcaneus, open"
7463,82521,Fx astragalus-closed,Closed fracture of astragalus
7467,82525,Fx metatarsal-closed,Closed fracture of metatarsal bone(s)
7486,6869,Local skin infection NOS,Unspecified local infection of skin and subcutaneous tissue
7487,69010,Sebrrheic dermatitis NOS,"Seborrheic dermatitis, unspecified"
7492,6910,Diaper or napkin rash,Diaper or napkin rash
7763,80125,Cl skl base fx-deep coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
7782,8404,Sprain rotator cuff,Rotator cuff (capsule) sprain
7881,75981,Prader-willi syndrome,Prader-Willi syndrome
7884,75989,Specfied cong anomal NEC,Other specified congenital anomalies
7885,7599,Congenital anomaly NOS,"Congenital anomaly, unspecified"
7888,7602,Maternal infec aff NB,Maternal infections affecting fetus or newborn
7898,76072,Matern narc aff NB/fetus,Narcotics affecting fetus or newborn via placenta or breast milk
7901,76075,Mat cocaine aff NB/fet,Cocaine affecting fetus or newborn via placenta or breast milk
7905,76079,Nox sub NEC aff NB/fetus,Other noxious influences affecting fetus or newborn via placenta or breast milk
7906,7608,Maternal cond NEC aff NB,Other specified maternal conditions affecting fetus or newborn
7910,7612,Oligohydramnios aff NB,Oligohydramnios affecting fetus or newborn
7915,7617,Antepart malpres aff NB,Malpresentation before labor affecting fetus or newborn
7919,7621,Placenta hem NEC aff NB,Other forms of placental separation and hemorrhage affecting fetus or newborn
7922,7624,Prolapsed cord aff NB,Prolapsed umbilical cord affecting fetus or newborn
7923,7625,Oth umbil cord compress,Other compression of umbilical cord affecting fetus or newborn
7924,7626,Umbil cond NEC aff NB,Other and unspecified conditions of umbilical cord affecting fetus or newborn
7928,7630,Breech del/extrac aff NB,Breech delivery and extraction affecting fetus or newborn
7929,7631,Malpos/dispro NEC aff NB,"Other malpresentation, malposition, and disproportion during labor and delivery affecting fetus or newborn"
7931,7633,Vacuum extrac del aff NB,Delivery by vacuum extractor affecting fetus or newborn
7933,7635,Mat anesth/analg aff NB,Maternal anesthesia and analgesia affecting fetus or newborn
7934,7636,Precipitate del aff NB,Precipitate delivery affecting fetus or newborn
7938,76383,Ab ftl hrt rt/rhy NOS,"Abnormality in fetal heart rate or rhythm, unspecified as to time of onset"
7944,80131,Cl skul base fx w/o coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
7945,80132,Cl skul base fx-brf coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
7948,80135,Cl skl base fx-deep coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
7977,80172,Opn skl base fx-brf coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
7999,85180,Brain laceration NEC,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness"
8001,85182,Brain lac NEC-brief coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
8005,85186,Brain lacer NEC-coma NOS,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration"
8006,85189,Brain lacer NEC-concuss,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified"
8085,83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
8087,83902,Disloc 2nd cerv vert-cl,"Closed dislocation, second cervical vertebra"
8090,83905,Disloc 5th cerv vert-cl,"Closed dislocation, fifth cervical vertebra"
8112,70702,"Pressure ulcer, upr back","Pressure ulcer, upper back"
8113,70703,"Pressure ulcer, low back","Pressure ulcer, lower back"
8115,70705,"Pressure ulcer, buttock","Pressure ulcer, buttock"
8116,70706,"Pressure ulcer, ankle","Pressure ulcer, ankle"
8117,70707,"Pressure ulcer, heel","Pressure ulcer, heel"
8118,70709,"Pressure ulcer, site NEC","Pressure ulcer, other site"
8120,70711,Ulcer of thigh,Ulcer of thigh
8121,70712,Ulcer of calf,Ulcer of calf
8122,70713,Ulcer of ankle,Ulcer of ankle
8123,70714,Ulcer of heel & midfoot,Ulcer of heel and midfoot
8124,70715,Ulcer other part of foot,Ulcer of other part of foot
8125,70719,Ulcer oth part low limb,Ulcer of other part of lower limb
8126,70720,"Pressure ulcer,stage NOS","Pressure ulcer, unspecified stage"
8127,70721,"Pressure ulcer, stage I","Pressure ulcer, stage I"
8128,70722,"Pressure ulcer, stage II","Pressure ulcer, stage II"
8132,7078,Chronic skin ulcer NEC,Chronic ulcer of other specified sites
8143,70901,Vitiligo,Vitiligo
8144,70909,Other dyschromia,Other dyschromia
8149,7098,Skin disorders NEC,Other specified disorders of skin
8150,7099,Skin disorder NOS,Unspecified disorder of skin and subcutaneous tissue
8151,7100,Syst lupus erythematosus,Systemic lupus erythematosus
8152,7101,Systemic sclerosis,Systemic sclerosis
8153,7102,Sicca syndrome,Sicca syndrome
8154,7103,Dermatomyositis,Dermatomyositis
8155,7104,Polymyositis,Polymyositis
8158,7109,Diff connect tis dis NOS,Unspecified diffuse connective tissue disease
8161,71102,Pyogen arthritis-up/arm,"Pyogenic arthritis, upper arm"
8162,71103,Pyogen arthritis-forearm,"Pyogenic arthritis, forearm"
8164,71105,Pyogen arthritis-pelvis,"Pyogenic arthritis, pelvic region and thigh"
8165,71106,Pyogen arthritis-l/leg,"Pyogenic arthritis, lower leg"
8166,71107,Pyogen arthritis-ankle,"Pyogenic arthritis, ankle and foot"
8168,71109,Pyogen arthritis-mult,"Pyogenic arthritis, multiple sites"
8190,75559,Upper limb anomaly NEC,"Other anomalies of upper limb, including shoulder girdle"
8194,75563,Cong hip deformity NEC,Other congenital deformity of hip (joint)
8202,7560,Anomal skull/face bones,Anomalies of skull and face bones
8211,75619,Anomaly of spine NEC,Other anomalies of spine
8213,7563,Rib & sternum anomal NEC,Other anomalies of ribs and sternum
8225,75671,Prune belly syndrome,Prune belly syndrome
8228,75679,Congn anoml abd wall NEC,Other congenital anomalies of abdominal wall
8234,7570,Hereditary edema of legs,Hereditary edema of legs
8238,75732,Vascular hamartomas,Vascular hamartomas
8239,75733,Cong skin pigment anomal,Congenital pigmentary anomalies of skin
8240,75739,Skin anomaly NEC,Other specified anomalies of skin
8246,7580,Down's syndrome,Down's syndrome
8255,7586,Gonadal dysgenesis,Gonadal dysgenesis
8258,75889,Oth con d/t chrm anm NEC,Other conditions due to chromosome anomalies
8266,7596,Hamartoses NEC,"Other hamartoses, not elsewhere classified"
8280,80100,Clos skull base fracture,"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness"
8281,80101,Cl skul base fx w/o coma,"Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness"
8286,80106,Cl skul base fx-coma NOS,"Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration"
8289,80111,Cl skul base fx w/o coma,"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
8290,80112,Cl skul base fx-brf coma,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
8296,80120,Cl skl base fx/menin hem,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
8297,80121,Cl skul base fx w/o coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
8298,80122,Cl skul base fx/brf coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
8595,86121,Lung contusion-closed,Contusion of lung without mention of open wound into thorax
8596,86122,Lung laceration-closed,Laceration of lung without mention of open wound into thorax
8602,7140,Rheumatoid arthritis,Rheumatoid arthritis
8605,71430,Juv rheum arthritis NOS,"Polyarticular juvenile rheumatoid arthritis, chronic or unspecified"
8639,71535,Loc osteoarth NOS-pelvis,"Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh"
8640,71536,Loc osteoarth NOS-l/leg,"Osteoarthrosis, localized, not specified whether primary or secondary, lower leg"
8644,71589,Osteoarthrosis-mult site,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, multiple sites"
8645,71590,Osteoarthros NOS-unspec,"Osteoarthrosis, unspecified whether generalized or localized, site unspecified"
8649,71594,Osteoarthros NOS-hand,"Osteoarthrosis, unspecified whether generalized or localized, hand"
8650,71595,Osteoarthros NOS-pelvis,"Osteoarthrosis, unspecified whether generalized or localized, pelvic region and thigh"
8651,71596,Osteoarthros NOS-l/leg,"Osteoarthrosis, unspecified whether generalized or localized, lower leg"
8653,71598,Osteoarthro NOS-oth site,"Osteoarthrosis, unspecified whether generalized or localized, other specified sites"
8669,76524,27-28 comp wks gestation,27-28 completed weeks of gestation
8670,76525,29-30 comp wks gestation,29-30 completed weeks of gestation
8671,76526,31-32 comp wks gestation,31-32 completed weeks of gestation
8672,76527,33-34 comp wks gestation,33-34 completed weeks of gestation
8673,76528,35-36 comp wks gestation,35-36 completed weeks of gestation
8674,76529,37+ comp wks gestation,37 or more completed weeks of gestation
8675,7660,Exceptionally large baby,Exceptionally large baby
8676,7661,Heavy-for-date infan NEC,"Other ""heavy-for-dates"" infants"
8677,76621,Post-term infant,Post-term infant
8679,7670,Cerebral hem at birth,Subdural and cerebral hemorrhage
8680,76711,Epicranial subapo hemorr,Epicranial subaponeurotic hemorrhage (massive)
8681,76719,Injuries to scalp NEC,Other injuries to scalp
8682,7672,Clavicle fx at birth,Fracture of clavicle due to birth trauma
8688,7678,Birth trauma NEC,Other specified birth trauma
8693,7683,Fetal distrs dur lab/del,"Fetal distress first noted during labor and delivery, in liveborn infant"
8701,7689,Birth asphyxia NOS,Unspecified severity of birth asphyxia in liveborn infant
8702,769,Respiratory distress syn,Respiratory distress syndrome in newborn
8703,7700,Congenital pneumonia,Congenital pneumonia
8713,7702,NB interstit emphysema,Interstitial emphysema and related conditions
8714,7703,NB pulmonary hemorrhage,Pulmonary hemorrhage
8715,7704,Primary atelectasis,Primary atelectasis
8717,7706,NB transitory tachypnea,Transitory tachypnea of newborn
8718,80300,Close skull fracture NEC,"Other closed skull fracture without mention of intracranial injury, unspecified state of consciousness"
8734,80320,Cl skl fx NEC/mening hem,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
8757,8449,Sprain of knee & leg NOS,Sprains and strains of unspecified site of knee and leg
8758,84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
8774,8470,Sprain of neck,Sprain of neck
8791,8500,Concussion w/o coma,Concussion with no loss of consciousness
8792,85011,Concus-brief coma <31 mn,"Concussion, with loss of consciousness of 30 minutes or less"
8798,8509,Concussion NOS,"Concussion, unspecified"
8367,71690,Arthropathy NOS-unspec,"Arthropathy, unspecified, site unspecified"
8368,71691,Arthropathy NOS-shlder,"Arthropathy, unspecified, shoulder region"
8372,71695,Arthropathy NOS-pelvis,"Arthropathy, unspecified, pelvic region and thigh"
8383,7707,Perinatal chr resp dis,Chronic respiratory disease arising in the perinatal period
8384,77081,Primary apnea of newborn,Primary apnea of newborn
8385,77082,Other apnea of newborn,Other apnea of newborn
8386,77083,"Cyanotic attack, newborn",Cyanotic attacks of newborn
8387,77084,Resp failure of newborn,Respiratory failure of newborn
8394,85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
8395,85201,Subarachnoid hem-no coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
8431,71236,Chondrocalcin NOS-l/leg,"Chondrocalcinosis, unspecified, lower leg"
8433,71238,Chondrocalc NOS-oth site,"Chondrocalcinosis, unspecified, other specified sites"
8460,7135,Arthropathy w nerve dis,Arthropathy associated with neurological disorders
8464,76402,Lt-for-dates 500-749g,"""Light-for-dates"" without mention of fetal malnutrition, 500-749 grams"
8465,76403,Lt-for-dates 750-999g,"""Light-for-dates"" without mention of fetal malnutrition, 750-999 grams"
8466,76404,Lt-for-dates 1000-1249g,"""Light-for-dates"" without mention of fetal malnutrition, 1,000- 1,249 grams"
8467,76405,Lt-for-dates 1250-1499g,"""Light-for-dates""without mention of fetal malnutrition, 1,250- 1,499 grams"
8468,76406,Lt-for-dates 1500-1749g,"""Light-for-dates"" without mention of fetal malnutrition, 1,500- 1,749 grams"
8469,76407,Lt-for-dates 1750-1999g,"""Light-for-dates"" without mention of fetal malnutrition, 1,750- 1,999 grams"
8470,76408,Lt-for-dates 2000-2499g,"""Light-for-dates"" without mention of fetal malnutrition, 2,000- 2,499 grams"
8471,76409,Lt-for-dates 2500+g,"""Light-for-dates"" without mention of fetal malnutrition, 2,500 grams and over"
8493,76491,Fet growth retard <500g,"Fetal growth retardation, unspecified, less than 500 grams"
8494,76492,Fet growth ret 500-749g,"Fetal growth retardation, unspecified, 500-749 grams"
8496,76494,Fet grwth ret 1000-1249g,"Fetal growth retardation, unspecified, 1,000-1,249 grams"
8498,76496,Fet grwth ret 1500-1749g,"Fetal growth retardation, unspecified, 1,500-1,749 grams"
8500,76498,Fet grwth ret 2000-2499g,"Fetal growth retardation, unspecified, 2,000-2,499 grams"
8501,76499,Fet growth ret 2500+g,"Fetal growth retardation, unspecified, 2,500 grams and over"
8503,76501,Extreme immatur <500g,"Extreme immaturity, less than 500 grams"
8504,76502,Extreme immatur 500-749g,"Extreme immaturity, 500-749 grams"
8505,76503,Extreme immatur 750-999g,"Extreme immaturity, 750-999 grams"
8506,76504,Extreme immat 1000-1249g,"Extreme immaturity, 1,000-1,249 grams"
8514,76512,Preterm NEC 500-749g,"Other preterm infants, 500-749 grams"
8515,76513,Preterm NEC 750-999g,"Other preterm infants, 750-999 grams"
8516,76514,Preterm NEC 1000-1249g,"Other preterm infants, 1,000-1,249 grams"
8517,76515,Preterm NEC 1250-1499g,"Other preterm infants, 1,250-1,499 grams"
8518,76516,Preterm NEC 1500-1749g,"Other preterm infants, 1,500-1,749 grams"
8519,76517,Preterm NEC 1750-1999g,"Other preterm infants, 1,750-1,999 grams"
8520,76518,Preterm NEC 2000-2499g,"Other preterm infants, 2,000-2,499 grams"
8521,76519,Preterm NEC 2500+g,"Other preterm infants, 2,500 grams and over"
8524,76522,24 comp weeks gestation,24 completed weeks of gestation
8525,76523,25-26 comp wks gestation,25-26 completed weeks of gestation
8546,8020,Nasal bone fx-closed,Closed fracture of nasal bones
8547,8021,Nasal bone fx-open,Open fracture of nasal bones
8548,80220,Mandible fx NOS-closed,"Closed fracture of mandible, unspecified site"
8552,80224,Fx ramus NOS-closed,"Closed fracture of mandible, ramus, unspecified"
8554,80226,Fx symphy mandib body-cl,"Closed fracture of mandible, symphysis of body"
8556,80228,Fx mandible body NEC-cl,"Closed fracture of mandible, body, other and unspecified"
8557,80229,Mult fx mandible-closed,"Closed fracture of mandible, multiple sites"
8568,8024,Fx malar/maxillary-close,Closed fracture of malar and maxillary bones
8569,8025,Fx malar/maxillary-open,Open fracture of malar and maxillary bones
8570,8026,Fx orbital floor-closed,Closed fracture of orbital floor (blow-out)
8571,8027,Fx orbital floor-open,Open fracture of orbital floor (blow-out)
8572,8028,Fx facial bone NEC-close,Closed fracture of other facial bones
8573,8029,Fx facial bone NEC-open,Open fracture of other facial bones
8580,8600,Traum pneumothorax-close,Traumatic pneumothorax without mention of open wound into thorax
8581,8601,Traum pneumothorax-open,Traumatic pneumothorax with open wound into thorax
8582,8602,Traum hemothorax-closed,Traumatic hemothorax without mention of open wound into thorax
8583,8603,Traum hemothorax-open,Traumatic hemothorax with open wound into thorax
8584,8604,Traum pneumohemothor-cl,Traumatic pneumohemothorax without mention of open wound into thorax
8587,86101,Heart contusion-closed,Contusion of heart without mention of open wound into thorax
8808,80421,Cl skl w oth fx w/o coma,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
8825,85256,Extradural hem-coma NOS,"Extradural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
8828,85301,Brain hem NEC w/o coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
8829,85302,Brain hem NEC-brief coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
8832,85305,Brain hem NEC-deep coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
8833,85306,Brain hem NEC-coma NOS,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
8835,85310,Brain hem NEC w opn wnd,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
8878,71906,Joint effusion-l/leg,"Effusion of joint, lower leg"
8879,71907,Joint effusion-ankle,"Effusion of joint, ankle and foot"
8913,71941,Joint pain-shlder,"Pain in joint, shoulder region"
8918,71946,Joint pain-l/leg,"Pain in joint, lower leg"
8919,71947,Joint pain-ankle,"Pain in joint, ankle and foot"
8935,7784,NB temp regulat dis NEC,Other disturbances of temperature regulation of newborn
8936,7785,Edema of newborn NEC/NOS,Other and unspecified edema of newborn
8937,7786,Congenital hydrocele,Congenital hydrocele
8939,7788,NB integument cond NEC,Other specified conditions involving the integument of fetus and newborn
8940,7789,NB integument cond NOS,Unspecified condition involving the integument and temperature regulation of fetus and newborn
8941,7790,Convulsions in newborn,Convulsions in newborn
8943,7792,Cns dysfunction syn NB,"Cerebral depression, coma, and other abnormal cerebral signs in fetus or newborn"
8949,7795,NB drug withdrawal syndr,Drug withdrawal syndrome in newborn
8951,7797,Perivent leukomalacia,Periventricular leukomalacia
8952,77981,Neonatal bradycardia,Neonatal bradycardia
8955,77984,Meconium staining,Meconium staining
8957,77989,Perinatal condition NEC,Other specified conditions originating in the perinatal period
8959,78001,Coma,Coma
8961,78003,Persistent vegtv state,Persistent vegetative state
8962,78009,Other alter consciousnes,Other alteration of consciousness
8964,7802,Syncope and collapse,Syncope and collapse
8968,78039,Convulsions NEC,Other convulsions
8969,7804,Dizziness and giddiness,Dizziness and giddiness
8972,78052,Insomnia NOS,"Insomnia, unspecified"
8977,78057,Sleep apnea NOS,Unspecified sleep apnea
8980,78060,Fever NOS,"Fever, unspecified"
8987,78071,Chronic fatigue syndrome,Chronic fatigue syndrome
8989,78079,Malaise and fatigue NEC,Other malaise and fatigue
8993,78093,Memory loss,Memory loss
8994,78094,Early satiety,Early satiety
8997,78097,Altered mental status,Altered mental status
8999,7810,Abn involun movement NEC,Abnormal involuntary movements
9002,80435,Cl skul/oth fx-deep coma,"Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
9040,77089,Resp prob after brth NEC,Other respiratory problems after birth
9044,7712,Congenital infec NEC,Other congenital infections specific to the perinatal period
9048,7716,Neonatal conjunctivitis,Neonatal conjunctivitis and dacryocystitis
9049,7717,Neonatal candida infect,Neonatal Candida infection
9050,77181,NB septicemia [sepsis],Septicemia [sepsis] of newborn
9052,77183,Bacteremia of newborn,Bacteremia of newborn
9053,77189,Perinatal infection NEC,Other infections specific to the perinatal period
9055,77210,NB intraven hem NOS,Intraventricular hemorrhage unspecified grade
9056,77211,"NB intraven hem,grade i","Intraventricular hemorrhage, grade I"
9057,77212,"NB intraven hem,grade ii","Intraventricular hemorrhage, grade II"
9058,77213,"NB intravn hem,grade iii","Intraventricular hemorrhage, grade III"
9062,7724,NB GI hemorrhage,Gastrointestinal hemorrhage of fetus or newborn
9064,7726,NB cutaneous hemorrhage,Cutaneous hemorrhage of fetus or newborn
9065,7728,Neonatal hemorrhage NEC,Other specified hemorrhage of fetus or newborn
9068,7731,NB hemolyt dis-abo isoim,Hemolytic disease of fetus or newborn due to ABO isoimmunization
